LAT,LONG,HUMANNAME,COUNT,TONE
-25.002,29.7134,"Mahlangu, Limpopo, South Africa",9,-1.89630601385379
53.9168,30.3449,"Mogilev, Minskaya Voblasts', Belarus",7,0.919355789878676
49.6667,-125.833,"Vancouver Island, British Columbia, Canada",32,-1.40658777423586
-29,17,"Namakwaland, South Africa (General), South Africa",9,-1.28027279477738
-23.8167,19.5667,"Otjiwarongo, Omaheke, Namibia",10,-2.72753596916926
60.1756,24.9342,"Helsinki, EteläUomen LäI, Finland",8,1.65217015646929
22.2667,114.183,"Happy Valley, Hong Kong (General), Hong Kong",47,-3.70659716062522
51.7833,-2.55,"Forest Of Dean, Gloucestershire, United Kingdom",4,1.03914201856292
6.5,-10.5,"Montserrado, Montserrado, Liberia",6,-0.521445522101665
0.307536,35.0877,"Sironoi, Rift Valley, Kenya",4,-0.26727801734018
-20,155,"Coral Sea, Oceans (General), Oceans",7,-0.924966181775915
-22.9456,30.485,"Thohoyandou, Limpopo, South Africa",20,-0.476345602333585
8.58333,35.8167,"Sodo, Oromiya, Ethiopia",8,-3.08440560740363
17.4833,-88.1833,"Belize City, Belize, Belize",13,0.227936433180066
-16.4214,30.1031,"Madziva, Mashonaland Central, Zimbabwe",10,-1.38821230121312
10.9171,123.473,"Bulanon, Sagay City, Philippines",7,-4.91729496822448
10.5,-66.9167,"Caracas, Distrito Federal, Venezuela",16,-3.14296736916325
7.5,4.5,"Osun State, Osun, Nigeria",8,1.48404667253134
31.8969,34.8186,"Rehovot, Hamerkaz, Israel",5,-1.81056685416272
19.8833,75.3333,"Aurangabad, Maharashtra, India",17,-1.91375149247727
55.8891,-3.56942,"West Lothian, West Lothian, United Kingdom",4,0.0588179936006001
35,20,"Mediterranean Sea, Oceans (General), Oceans",18,-0.239575829879477
43.6275,-89.771,"Wisconsin Dells, Wisconsin, United States",4,-0.725590956803108
32.1,76.2667,"Kangra, Himachal Pradesh, India",4,-1.91190809767706
28.85,77.1,"Narela, Delhi, India",6,1.91159494010316
5.34111,-4.02806,"Abidjan, Lagunes, Cote D'ivoire",31,0.802593454947451
-19.6,20.5,"Tsumkwe, Otjozondjupa, Namibia",6,-2.791214934843
11.2603,124.037,"Lanao, Cebu, Philippines",12,-1.46541634264257
37.6,-4.5,"Andalusia, Spain (General), Spain",6,-0.977808849893479
14.5548,121.019,"Makati City, San Pedro Makati, Philippines",12,0.419408469599273
35.0845,-106.651,"-Albuquerque, New Mexico, United States",4,-0.627634261951568
10.4167,123,"Negros Occidental, Negros Occidental, Philippines",128,-3.50433556182278
45.7167,-65.5167,"Sussex, New Brunswick, Canada",4,-0.898671226980633
-29.85,31.0167,"Durban, Kwazulu-Natal, South Africa",108,-0.984517194596883
53.4,-1.86667,"Kinder Scout, Derbyshire, United Kingdom",4,0.190928743305707
38.7237,-89.9559,"Maryville, Illinois, United States",4,-1.31835076531412
56.0167,-4.98333,"Ben More, Argyll And Bute, United Kingdom",4,0.274918754843222
1.55,110.333,"Kuching, Sarawak, Malaysia",12,-1.06173910424998
6.29139,-75.5361,"Medellin, Antioquia, Colombia",44,-0.923769924558075
-18.9315,27.807,"Lupane, Matabeleland North, Zimbabwe",4,3.02912494085782
39.3992,47.0283,"Jebrail, C?Brayil, Azerbaijan",4,-6.27260067394073
16.3342,121.459,"Didipio, Quirino, Philippines",4,3.63410051700993
-34.0378,19.5622,"Genadendal, Western Cape, South Africa",4,-1.2598682173124
30.8317,-111.943,"El Chanate, Sonora, Mexico",4,0.720569527628306
42.4333,-94.1669,"Webster County, Iowa, United States",4,-0.562476616565666
40.5773,-77.264,"Pennsylvania, United States",73,0.110823343599398
52.4167,-1.78333,"Solihull, Solihull, United Kingdom",5,-0.10127471468378
28.6478,121.259,"Huangyan, Zhejiang, China",76,-2.00600842084474
-28.3173,31.7138,"Mthunzini, Kwazulu-Natal, South Africa",5,-0.566908440903719
-29.1453,26.7117,"Bophuthatswana, Free State, South Africa",4,-1.79829343843814
43.5992,39.7257,"Sochi, Krasnodarskiy Kray, Russia",35,3.00638889867723
45.8,24.15,"Sibiu, Sibiu, Romania",13,2.03553304086517
59.8944,30.2642,"Petersburg, Sankt-Peterburg, Russia",16,-0.584102347330082
6.68333,-1.61667,"Kumasi, Ashanti, Ghana",22,-0.724432399594345
3.02013,30.9111,"Arua, Arua, Uganda",5,0.629645428138264
34.0522,-118.244,"Los Angeles, California, United States",12,-0.92637019628195
-33.8833,151.217,"Sydney, New South Wales, Australia",164,-1.51850946348371
39.9289,116.388,"Beijing, Beijing, China",392,-1.27844246241782
52.5833,-0.25,"Peterborough, Peterborough, United Kingdom",10,0.849718095196318
5.75,0,"Greater Accra Region, Greater Accra, Ghana",15,0.400425486927228
0.404444,32.4594,"Wakiso, Wakiso, Uganda",8,-3.5230432469791
-2.91667,104.75,"Palembang, (Id25), Indonesia",9,-0.882250971233303
44.4759,-73.2121,"Burlington, Vermont, United States",6,1.25549274158568
31.5497,74.3436,"Lahore, Punjab, Pakistan",27,-1.55327402338804
11.3697,124.487,"Leyte, Leyte, Philippines",7,-2.69409713207594
51.5667,0.466667,"Basildon, Essex, United Kingdom",7,0.00483510714806003
-15.8064,35.6507,"Phalombe, Phalombe, Malawi",6,-0.39221797726831
26.1706,127.759,"Okota, Okinawa, Japan",4,1.22276745016054
40.6833,73.45,"Kara Kuldzha, Kyrgyzstan (General), Kyrgyzstan",10,1.33630289532294
-23.1739,27.9804,"Kokstad, Limpopo, South Africa",5,0.398985081927615
-37.3471,144.137,"Lake Daylesford, Victoria, Australia",4,-1.56085194920087
49.2,-119.817,"Keremeos, British Columbia, Canada",4,-2.38254800008891
-11.1998,28.8943,"Mansa, Southern, Zambia",5,1.67229595444395
-25.4977,28.1007,"Mabopane, Gauteng, South Africa",4,-1.79829343843814
5.87114,6.81102,"Akpaka, Anambra, Nigeria",4,1.57276800686496
29.4,77.2,"Kairana, Uttar Pradesh, India",4,-2.52346935601848
54.7167,-7.4,"Newtownstewart, Strabane, United Kingdom",4,1.2715119304833
-20.4667,22.7167,"Sehithwa, Botswana (General), Botswana",4,-2.16329404784494
-26.05,27.9667,"Sandton, Gauteng, South Africa",31,-0.389821870080045
6.15,73.2667,"Funadhoo, Upper North Province, Maldives",7,-1.1504590158249
-16.042,34.8019,"Chikwawa, Chikwawa, Malawi",9,-0.100482806575183
58.2667,-6.75,"Carloway, Eilean Siar, United Kingdom",4,0.34839852592467
18.1,106.333,"Dong Nai, Tinh Ha Tinh, Vietnam, Republic Of",6,-1.01869841680748
39.1422,117.177,"Tianjin, Tianjin, China",32,-2.29285599678037
34.0078,71.5733,"Peshawar, North-West Frontier, Pakistan",10,-1.51260758751805
49.5,-119.583,"Penticton, British Columbia, Canada",10,-2.04051699404964
14.6274,121.067,"Amihan, Quezon City, Philippines",4,-2.34811594031927
-2.81667,-40.4,"Corguinho, CearáR, Brazil",6,-0.187180658887242
8.75,125,"Misamis Oriental, Misamis Oriental, Philippines",9,-1.43490493184936
20.5,84.4167,"Odisha, Orissa, India",62,-0.65544660705673
1.462,103.905,"Pasir Gudang, Johor, Malaysia",10,-1.86209592205671
-20.2898,28.9226,"Esigodini, Matabeleland South, Zimbabwe",5,1.21309736316772
0.35,32.5833,"Mulago, Kampala, Uganda",4,-2.34559993548424
-17.3019,31.3306,"Bindura, Mashonaland Central, Zimbabwe",11,-0.955922915985699
-22.75,17.0833,"Khomas, Khomas, Namibia",20,0.285860467381853
5.2246,102.881,"Sungai Merbau, Terengganu, Malaysia",5,-2.52276361752044
41.7898,-87.5998,"University Of Chicago, Illinois, United States",4,-0.328798166964864
43.9166,-110.584,"Teton County, Wyoming, United States",4,1.18000268520421
46.731,-117.158,"Washington State University, Washington, United States",4,2.6847305447717
6.83333,80.0833,"Western Province, Western, Sri Lanka",9,-0.356871916026792
44.2563,-89.6385,"Wisconsin, United States",38,0.645891353814651
5.5,6,"Delta State, Delta, Nigeria",5,-1.85199818903449
34.5,77.5,"Ladakh, Jammu And Kashmir, India",4,-1.02941855702345
19.0667,72.8333,"Bandra, Maharashtra, India",10,-2.42073462166538
51.8333,-2.16667,"Gloucestershire, Gloucestershire, United Kingdom",13,0.560718526491785
-33.9198,18.3893,"Sea Point, Western Cape, South Africa",9,-2.03035776653739
33.4484,-112.074,"Phoenix, Arizona, United States",18,-0.869365740052997
51.4776,-0.010375,"Greenwich, Greenwich, United Kingdom",5,0.503411366401335
7.80236,6.743,"Lokoja, Kogi, Nigeria",7,1.59386761400935
3.08333,101.667,"Petaling, Malaysia (General), Malaysia",25,-0.968080591411492
38.468,-80.9696,"West Virginia, United States",32,0.196379825035501
52.6,-2,"Walsall, Walsall, United Kingdom",4,0.130494690670337
22.25,114.183,"Hong Kong Island, Hong Kong (General), Hong Kong",43,-2.29138351037326
51.6667,-3.66667,"Glamorgan, Neath Port Talbot, United Kingdom",8,0.666128228553514
6.7085,121.971,"Basilan, Basilan, Philippines",6,0.221421384278004
16.5,120.317,"Walang, La Union, Philippines",17,-0.475530343008454
6.926,79.8859,"Kolonnawa, Western, Sri Lanka",5,-6.57800185273217
3.5292,99.0184,"Antara, Aceh, Indonesia",16,0.601117498175842
42.563,-114.461,"Twin Falls, Idaho, United States",5,-0.630771637674188
3.86667,11.5167,"Yaounde, Centre, Cameroon",7,0.371861048702419
26.35,127.767,"Kadena Air Base, Japan (General), Japan",6,-1.81615352383486
11.9653,121.926,"Boracay, Aklan, Philippines",242,-0.0299770547449051
53.45,-2.73333,"St Helens, St. Helens, United Kingdom",4,-1.68768329512492
38.9122,121.602,"Dalian, Liaoning, China",7,-4.15592508178587
2.26667,103.6,"Kahang, Johor, Malaysia",4,-0.972662136691222
13.5,23.5,"Darfur, Gharb Darfur, Sudan",21,-2.66629981739761
-23.7833,-45.35,"Ilhabela, SãPaulo, Brazil",10,-0.253063019614763
14.9716,102.083,"Nakhon Ratchasima, Nakhon Ratchasima, Thailand",5,-0.608356691526835
17.3753,78.4744,"Hyderabad, Andhra Pradesh, India",50,-0.45176764530752
54.7622,-1.3475,"Peterlee, Durham, United Kingdom",10,-2.39841221831865
51.5207,-0.196524,"Paddington, Westminster, United Kingdom",4,-0.880817849861069
17.25,-88.7667,"Belmopan, Cayo, Belize",5,0.975782816332574
23.1167,113.25,"Guangzhou, Guangdong, China",15,-0.457462589178369
13.0833,80.2833,"Chennai, Tamil Nadu, India",32,-0.712309808919843
-15.4333,130.333,"White Cliff, Northern Territory, Australia",5,-0.701453699906086
37.7575,119.076,"Yellow River, China (General), China",4,-0.368017935723111
32.0387,73.751,"Kashmiri, Punjab, Pakistan",7,-2.77460493170556
42,21.4333,"Skopje, Macedonia (General), Macedonia",5,-2.24939031497883
11.35,77.7333,"Periyar, Tamil Nadu, India",5,-2.63937382831064
38.9333,118.533,"Caofeidian, Hebei, China",7,-2.70900327380433
-7.78278,110.361,"Yogyakarta, Yogyakarta, Indonesia",4,1.36418106096324
35.125,33.95,"Famagusta, Famagusta, Cyprus",10,1.10439338414647
54.5,-6.5,"Northern Ireland, Craigavon, United Kingdom",229,0.283096218797168
30.05,31.25,"Cairo, Al Qahirah, Egypt",73,0.312029963923946
42.15,24.75,"Plovdiv, Plovdiv, Bulgaria",8,-0.376298773621326
-33.4021,27.1088,"Prudhoe, Eastern Cape, South Africa",5,-0.762665810607648
10.75,106.75,"Sai Gon River, Vietnam (General), Vietnam, Republic Of",7,-0.326066855255549
1.3651,104.112,"Pengerang, Johor, Malaysia",10,0.617782237340159
6.14639,6.8729,"Ikenga, Anambra, Nigeria",4,1.57276800686496
-0.630583,30.6582,"Mbarara, Mbarara District, Uganda",5,-0.925403596542716
9.08333,7.53333,"Abuja, Abuja Federal Capital Territory, Nigeria",286,-0.640950279627668
20,65,"Arabian Sea, India (General), India",6,-4.36432231782959
7.15,3.35,"Abeokuta, Ogun, Nigeria",18,2.62798952140088
19.3375,-103.554,"Cerro Colorado, Colima, Mexico",4,0.720569527628306
51.5057,0.386213,"Thurrock, Thurrock, United Kingdom",7,0.502859098790832
-19.75,20.5,"Nyae Nyae, Otjozondjupa, Namibia",6,-3.32590357632776
34.9513,-92.3809,"Arkansas, United States",51,-1.00260873013987
5.7341,-0.206245,"Abokobi, Ghana (General), Ghana",4,-2.17341805201002
-26.3943,153.09,"Noosa Heads, Queensland, Australia",4,1.0270157310414
19.0833,74.7333,"Ahmednagar, Maharashtra, India",4,-1.3309095476522
-6.17444,106.829,"Jakarta, Jakarta Raya, Indonesia",79,-0.954180538696412
6.75,-1.5,"Ashanti Region, Ashanti, Ghana",6,-3.80320364290285
6.21009,7.07411,"Akwa, Anambra, Nigeria",8,1.71482972735439
51.5206,-0.036489,"Tower Hamlets, Tower Hamlets, United Kingdom",13,-1.60519589415815
-17.4667,16.3333,"Eenhana, Ohangwena, Namibia",5,0.287455033019681
19.6667,78.5333,"Adilabad, Andhra Pradesh, India",4,-2.28507176123958
0.665673,37.8897,"Turkana, Eastern, Kenya",11,-0.963812301268038
21.7667,72.15,"Bhavnagar, Gujarat, India",4,-1.23707129759963
33.5833,130.4,"Fukuoka, Fukuoka, Japan",7,-1.56258235764918
-0.55,37.05,"Muhito, Central, Kenya",4,-3.01236717969719
53.385,-6.59361,"Maynooth, Kildare, Ireland",5,-1.58398205515874
31,31,"Nile Delta, Egypt (General), Egypt",5,-0.8074172516692
38.899,-77.0422,"World Bank, District Of Columbia, United States",44,-0.22003156020694
23.9702,32.8775,"High Dam, Aswan, Egypt",5,-1.52331556353129
6.25,8.08333,"Ebonyi State, Ebonyi, Nigeria",9,-3.90260478206697
16.4164,120.593,"Baguio City, Baguio, Philippines",7,-0.933256758679073
8.48111,124.643,"Cagayan De Oro, Cagayan De Oro, Philippines",27,-1.69026680788619
47.3667,8.55,"Zurich, ZüSz, Switzerland",11,-1.37219473723361
54.25,-129.833,"Skeena, British Columbia, Canada",26,-1.2225147419233
18,79.5,"Telangana, Andhra Pradesh, India",79,-1.15798974702901
33.5573,73.1202,"Bahria Town, Punjab, Pakistan",4,-1.70887150633613
6.44556,3.35917,"Apapa, Lagos, Nigeria",4,-0.472239031744608
14.0667,24.35,"Jebel Marra, Shamal Darfur, Sudan",13,-4.08087030809545
5.28333,100.283,"Permatang Damar Laut, Malaysia (General), Malaysia",7,-1.2346326897255
52.9667,-1.16667,"Nottingham, Nottingham, United Kingdom",19,-0.226914345598208
21.5,81.75,"Chhattisgarh, Chhattisgarh, India",35,-2.21033955038997
28.0024,84.6201,"Gorkha, Nepal (General), Nepal",6,-4.12207893094139
0.3375,33.0106,"Buikwe, Buikwe, Uganda",8,-2.25877806690391
6.45306,3.39583,"Lagos, Lagos, Nigeria",185,-0.438853701677985
25.9,93.7333,"Dimapur, Assam, India",9,-0.646693708755994
59.15,-2.61667,"Whitehall, Orkney Islands, United Kingdom",12,0.633720520543675
51.3667,-0.466667,"Brooklands, Surrey, United Kingdom",5,-0.77214931843699
-28.6207,31.0907,"Nkandla, Kwazulu-Natal, South Africa",20,-1.36196581560034
38.4623,-92.302,"Missouri, United States",77,0.161538248479795
2.0442,102.569,"Muar, Johor, Malaysia",4,-0.703899118482528
-39.3333,177.5,"Hawke Bay, New Zealand (General), New Zealand",9,0.0293135057862673
42.3092,-87.8501,"Great Lakes, Illinois, United States",10,0.075512217474067
48.2,16.3667,"Vienna, Wien, Austria",51,-0.575819799068017
31.2728,118.337,"Lu Kang, Anhui, China",65,-2.02667343548255
27.6766,85.3142,"Lalitpur, Nepal (General), Nepal",4,-0.643909860631498
53.25,-3.16667,"Flintshire, Flintshire, United Kingdom",7,-1.24808483163481
-17.5959,31.5989,"Venda, Mashonaland East, Zimbabwe",4,-1.38764909193181
53.05,-3,"Wrexham, Wrexham, United Kingdom",4,-0.0913039141041745
35.45,139.65,"Yokohama, Kanagawa, Japan",7,-4.55660573043897
35.8556,14.4364,"Siggiewi, Si¿¿Iewi, Malta",4,-7.52289004891289
5.5,-1,"Central Region, Central, Ghana",4,1.41438884483644
26.2872,127.773,"Futenma, Okinawa, Japan",54,-2.14844375622069
52.5,-2,"Black Country, Sandwell, United Kingdom",5,0.732710685982495
-17.3667,30.2,"Chinhoyi, Zimbabwe (General), Zimbabwe",10,1.74252574128698
8.25,34.5833,"Gambella, Gambela Hizboch, Ethiopia",4,-2.38110191896238
-17.5758,146.011,"Wangan, Queensland, Australia",21,-1.16544097932274
-20.3573,31.673,"Chikwati, Masvingo, Zimbabwe",14,1.27958844407804
51.3833,0.516667,"Chatham, Medway, United Kingdom",19,-1.79678333393035
13.5,39.5,"Tigray, Tigray, Ethiopia",14,-2.60468075414175
-18.3667,26.4833,"Hwange, Zimbabwe (General), Zimbabwe",24,1.14117849672837
4.79492,-1.94645,"Dixcove, Ghana (General), Ghana",14,-2.89487216953586
15.4867,120.968,"Cabanatuan City, Cabanatuan, Philippines",8,-3.18793640674394
-43,171,"South Island, New Zealand (General), New Zealand",18,0.908195856669271
40.6127,47.1423,"Yevlakh, Yevlax*, Azerbaijan",6,-1.78815166935723
41.2667,-88.8834,"Lasalle County, Illinois, United States",6,3.50140994575144
15.8334,120.378,"Malaca, Pangasinan, Philippines",131,-1.4348630724058
10.9582,123.177,"Hacienda Luisita, Cadiz, Philippines",12,-0.81387489166918
41.6714,-103.099,"Prairie Winds Community Center, Nebraska, United States",5,1.34533963993635
12.9833,77.5833,"Bengaluru, Karnataka, India",65,-1.66511567731605
22.5697,88.3697,"Kolkata, West Bengal, India",57,-1.83362075729021
1.41667,104.056,"Pulau Tekong, Singapore (General), Singapore",10,1.73820492816378
52.15,1.6,"Aldeburgh, Suffolk, United Kingdom",8,-1.4146165020027
37.3079,-75.9519,"Chesapeake, Virginia, United States",8,0.177625957479293
-27.8333,29.6833,"Drakensberg, Free State, South Africa",10,0.0462668311978657
-1.25743,36.9036,"Dandora, Nairobi Area, Kenya",11,0.345947915941175
38.9047,-104.897,"Pikeview Quarry, Colorado, United States",12,-1.09860336820575
-17.3116,31.5756,"Shamva, Mashonaland Central, Zimbabwe",4,0.86351069761379
-18.3156,27.0573,"Kamativi, Matabeleland North, Zimbabwe",4,4.00856026050763
45.4167,-75.7,"Ottawa, Ontario, Canada",24,-2.27294834749963
-25.7069,28.2294,"Pretoria, Gauteng, South Africa",335,-1.97544832392254
39.2904,-76.6122,"Baltimore, Maryland, United States",6,-1.45655821025678
11.8667,39.7333,"Oromo, Amara, Ethiopia",18,-2.72680544004169
-23.4167,18.6333,"Komana, Omaheke, Namibia",4,-2.16329404784494
20.2333,85.8333,"Bhubaneswar, Orissa, India",13,2.98728206033793
46.902,35.1067,"Zelenchuk, Zaporiz'ka Oblast', Ukraine",4,-2.4429590147595
22.1667,114.25,"Wanchai, Hong Kong (General), Hong Kong",46,-3.73701586074825
-2.0729,146.937,"Manus Island, Manus, Papua New Guinea",8,-2.59820160631896
33.8833,74.9167,"Pulwama, Jammu And Kashmir, India",5,0.808061061899045
6.61426,3.32437,"Agege, Lagos, Nigeria",5,0.172688044182522
22.3167,114.167,"Tai Kok Tsui, Hong Kong (General), Hong Kong",5,-0.042965072651823
5.61667,-0.233333,"Achimota, Ghana (General), Ghana",9,1.3207649044465
-23.8333,31.5,"Kruger National Park, Limpopo, South Africa",4,-2.24188143409938
1.4927,103.769,"Country Garden, Johor, Malaysia",13,-1.53258435247021
30.9,75.85,"Ludhiana, Punjab, India",7,-1.50289603491479
3.21667,101.633,"Kepong, Malaysia (General), Malaysia",6,-1.256231214118
26.8,82.2,"Ayodhya, Uttar Pradesh, India",237,-1.63048539935341
-37.3833,175.833,"Waihi, New Zealand (General), New Zealand",4,3.63410051700993
41.2,-103.717,"Kimball County, Nebraska, United States",5,1.34533963993635
-17.7833,15.6833,"Oshakati, Oshana, Namibia",11,-2.47897971916957
21.1011,102.254,"Namnoy, PhôAli, Laos",5,-3.10966089551462
35.9039,14.5028,"Manoel Island, G¿Ira, Malta",4,-1.49599722529937
-27.1894,32.4634,"Mashele, Kwazulu-Natal, South Africa",6,-2.02089276261437
40.3953,49.8822,"Baku, Baki*, Azerbaijan",26,1.24231959761374
27.4833,83.2833,"Lumbini, Nepal (General), Nepal",4,-1.59526862998578
-0.627651,36.7083,"Nyandarua, Central, Kenya",8,-4.65786633962201
52.6333,1.75,"Great Yarmouth, Norfolk, United Kingdom",5,0.280856425056172
29,125,"East China Sea, Japan (General), Japan",9,-1.94406269587984
56.7833,-5.18333,"Lochaber, Highland, United Kingdom",4,-1.0798633981848
8.5,4.55,"Ilorin, Kwara, Nigeria",11,1.26687253134019
52.75,-1.5,"Midlands, Leicestershire, United Kingdom",31,0.317662842375142
40.5,48.25,"Shirvan, Agsu, Azerbaijan",5,0.72933522928667
-1.28333,36.8667,"Uhuru, Nairobi Area, Kenya",4,-1.0363108648915
25.2647,55.3118,"Dubai Municipality, Dubayy, United Arab Emirates",5,4.7199184741674
1.4484,103.587,"Gelang Patah, Johor, Malaysia",7,-0.528340753165232
7.33333,8.75,"Benue State, Benue, Nigeria",17,-2.35282550996141
-25.9653,32.5892,"Maputo, Maputo, Mozambique",29,0.308728049953557
10.6833,105.167,"Khanh Hoa, An Giang, Vietnam, Republic Of",4,-1.63583509513742
6.15164,6.84458,"Nkpor, Anambra, Nigeria",4,1.57276800686496
34.8375,-106.237,"New Mexico, United States",43,-3.27278976937
35.8814,114.782,"Haocheng, Henan, China",5,1.61612283107448
9,49,"Puntland, Somalia (General), Somalia",8,-6.56559583217
-29.8333,30.85,"Pinelands, Kwazulu-Natal, South Africa",15,-1.96251843532181
12.2658,6.63738,"Fulani, Zamfara, Nigeria",9,-3.95960786786444
53.4,-3.03333,"Birkenhead, Wirral, United Kingdom",4,-1.54686015763732
9.9902,122.814,"Kabankalan, Kabankalan City, Philippines",6,-3.57916432086225
6.9294,79.8521,"Beira Lake, Western, Sri Lanka",4,-0.306771340534845
1.33417,103.723,"Jurong, Singapore (General), Singapore",8,-0.691720436163729
52.3333,-1.58333,"Warwickshire, Warwickshire, United Kingdom",11,-0.0997620933064314
37.8716,-122.273,"Berkeley, California, United States",8,0.141710776446415
52.1667,1,"Suffolk, Suffolk, United Kingdom",13,0.928446984414374
-34.0794,18.857,"Somerset West, Western Cape, South Africa",7,-2.20217025137692
52.8333,-3.91667,"Gwynedd, Gwynedd, United Kingdom",5,0.043768724236442
28.6125,76.9847,"Najafgarh, Delhi, India",7,1.45573256320727
-22.9,-43.2333,"Rio De Janeiro, Estado Do Rio, Brazil",15,-1.77972105351235
-33.9346,18.8668,"Stellenbosch, Western Cape, South Africa",48,-2.11249949141548
-34.2333,140.567,"Monash, South Australia, Australia",6,-0.0186632104251063
37.669,-84.6514,"Kentucky, United States",50,0.278673017638557
-32,29,"Wild Coast, Eastern Cape, South Africa",8,-0.175659913906846
47.6062,-122.332,"Seattle, Washington, United States",17,1.60096424216107
57.9,-5.16667,"Ullapool, Highland, United Kingdom",11,-0.482584960327468
14.659,121.069,"University Of The Philippines, Quezon City, Philippines",10,-0.889852866708313
4.84781,6.99133,"Umu Igbo, Rivers, Nigeria",4,-6.13897378762141
2.6579,101.563,"Tanjung Sepat, Selangor, Malaysia",5,-2.52276361752044
58.9667,-2.95,"Kirkwall, Orkney Islands, United Kingdom",4,1.08103036510355
41.6014,-93.6519,"Drake University, Iowa, United States",7,0.966377645693289
38.0553,-87.1522,"Barren Fork, Indiana, United States",5,4.11303312439278
-25.2453,130.981,"Yulara, Northern Territory, Australia",14,-3.49428799525681
8.5,5,"Kwara State, Kwara, Nigeria",9,0.390034018099639
53.3326,6.92423,"Delfzijl, Groningen, Netherlands",4,-1.30835696436232
26.8833,76.3333,"Dausa, Rajasthan, India",5,-1.63904551234432
30.0086,31.2122,"Giza, Al Jizah, Egypt",6,0.363881598925608
31.2516,34.7863,"Beersheba, Hadarom, Israel",5,-0.448173380328642
16.45,120.55,"Philippine, Benguet, Philippines",336,-1.61518463734859
54.65,-1.66667,"Bishop Auckland, Durham, United Kingdom",10,-0.92122772936603
